id_componente,nivel,tipo_componente,codigo,nome,departamento,codigo_antigo,ch_total,cr_total,ch_aula,ch_laboratorio,ch_estagio,ch_dedicada_docente,ch_ead,equivalencia,pre_requisito,co_requisito,ementa,bibliografia,curso,ativo,num_unidades,tem_orientador,aceita_subturma,permite_horario_flexivel,permite_horario_docente_flexivel,conteudo_variavel,eminentemente_pratica
"21758","G","DISCIPLINA","DAA0001","DISPENSA MATRICULA I","CAA","800001","0","0","0","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"21759","G","DISCIPLINA","DAA0002","DISPENSA MATRICULA II","CAA","800002","0","0","0","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"21760","G","DISCIPLINA","DAA0003","DISPENSA MATRICULA III","CAA","800003","0","0","0","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"21761","G","DISCIPLINA","DAA0004","DISPENSA MATRICULA IV","CAA","800004","0","0","0","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"21762","G","DISCIPLINA","DAA0005","RESERVA DE LOCAL (HORARIOS)","CAA","900000","0","0","0","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"21763","G","ATIVIDADES","DAA0006","MONITORIA I","CAA","900001","30","2","0","30","0","0","0",,,,"Componente referente ao exercício de monitoria durante um semestre letivo, de forma remunerada ou voluntária, no Programa de Monitoria da UFS. A monitoria é uma atividade didático-pedagógica vinculada aos cursos presenciais de Graduação que visa contribuir para o aperfeiçoamento do processo de formação discente e a melhoria da qualidade do ensino. O exercício e integralização da Monitoria são regulamentados pelas Normas do Sistema Acadêmico e resolução específica para o programa.",,,"t","2","f","f","f","f","f","f"
"21764","G","ATIVIDADES","DAA0007","MONITORIA II","CAA","900002","30","2","30","0","0","0","0",,,,"Componente referente ao exercício de monitoria durante um semestre letivo, de forma remunerada ou voluntária, no Programa de Monitoria da UFS. A monitoria é uma atividade didático-pedagógica vinculada aos cursos presenciais de Graduação que visa contribuir para o aperfeiçoamento do processo de formação discente e a melhoria da qualidade do ensino. O exercício e integralização da Monitoria são regulamentados pelas Normas do Sistema Acadêmico e resolução específica para o programa.",,,"t","2","f","f","f","f","f","f"
"21765","G","ATIVIDADES","DAA0008","MONITORIA III","CAA","900003","30","2","30","0","0","0","0",,,,"Componente referente ao exercício de monitoria durante um semestre letivo, de forma remunerada ou voluntária, no Programa de Monitoria da UFS. A monitoria é uma atividade didático-pedagógica vinculada aos cursos presenciais de Graduação que visa contribuir para o aperfeiçoamento do processo de formação discente e a melhoria da qualidade do ensino. O exercício e integralização da Monitoria são regulamentados pelas Normas do Sistema Acadêmico e resolução específica para o programa.",,,"t","2","f","f","f","f","f","f"
"21766","G","ATIVIDADES","DAA0009","MONITORIA IV","CAA","900004","30","2","30","0","0","0","0",,,,"Componente referente ao exercício de monitoria durante um semestre letivo, de forma remunerada ou voluntária, no Programa de Monitoria da UFS. A monitoria é uma atividade didático-pedagógica vinculada aos cursos presenciais de Graduação que visa contribuir para o aperfeiçoamento do processo de formação discente e a melhoria da qualidade do ensino. O exercício e integralização da Monitoria são regulamentados pelas Normas do Sistema Acadêmico e resolução específica para o programa.",,,"t","2","f","f","f","f","f","f"
"21767","G","DISCIPLINA","DAA0010","LINGUA PORTUGUESA I","CAA","900011","60","4","60","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"21769","G","ATIVIDADES","DAA0012","ATIVIDADES COMPLEMENTARES I","CAA","900101","0","0","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"21778","G","ATIVIDADES","DAA0021","ATIVIDADES COMPLEMENTARES X","CAA","900110","0","0","0","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22267","G","ATIVIDADES","DAA0023","ATIVIDADES COMPLEMENTARES I","CAA","900101","15","1","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22268","G","ATIVIDADES","DAA0024","ATIVIDADES COMPLEMENTARES I","CAA","900101","30","2","30","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22269","G","ATIVIDADES","DAA0025","ATIVIDADES COMPLEMENTARES I","CAA","900101","45","3","45","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22270","G","ATIVIDADES","DAA0026","ATIVIDADES COMPLEMENTARES I","CAA","900101","60","4","60","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22271","G","ATIVIDADES","DAA0027","ATIVIDADES COMPLEMENTARES I","CAA","900101","75","5","75","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22272","G","ATIVIDADES","DAA0028","ATIVIDADES COMPLEMENTARES I","CAA","900101","90","6","90","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22273","G","ATIVIDADES","DAA0029","ATIVIDADES COMPLEMENTARES I","CAA","900101","105","7","105","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22274","G","ATIVIDADES","DAA0030","ATIVIDADES COMPLEMENTARES I","CAA","900101","120","8","120","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22275","G","ATIVIDADES","DAA0031","ATIVIDADES COMPLEMENTARES I","CAA","900101","135","9","135","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22276","G","ATIVIDADES","DAA0032","ATIVIDADES COMPLEMENTARES I","CAA","900101","150","10","150","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22277","G","ATIVIDADES","DAA0033","ATIVIDADES COMPLEMENTARES I","CAA","900101","165","11","165","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22278","G","ATIVIDADES","DAA0034","ATIVIDADES COMPLEMENTARES I","CAA","900101","180","12","180","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22279","G","ATIVIDADES","DAA0035","ATIVIDADES COMPLEMENTARES I","CAA","900101","195","13","195","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22280","G","ATIVIDADES","DAA0036","ATIVIDADES COMPLEMENTARES I","CAA","900101","210","14","210","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22281","G","ATIVIDADES","DAA0037","ATIVIDADES COMPLEMENTARES I","CAA","900101","225","15","225","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22282","G","ATIVIDADES","DAA0038","ATIVIDADES COMPLEMENTARES I","CAA","900101","240","16","240","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22283","G","ATIVIDADES","DAA0039","ATIVIDADES COMPLEMENTARES I","CAA","900101","255","17","255","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22284","G","ATIVIDADES","DAA0040","ATIVIDADES COMPLEMENTARES I","CAA","900101","270","18","270","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22285","G","ATIVIDADES","DAA0041","ATIVIDADES COMPLEMENTARES I","CAA","900101","285","19","285","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22286","G","ATIVIDADES","DAA0042","ATIVIDADES COMPLEMENTARES I","CAA","900101","315","21","315","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22287","G","ATIVIDADES","DAA0043","ATIVIDADES COMPLEMENTARES I","CAA","900101","375","25","375","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22288","G","ATIVIDADES","DAA0044","ATIVIDADES COMPLEMENTARES II","CAA","900102","15","1","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22289","G","ATIVIDADES","DAA0045","ATIVIDADES COMPLEMENTARES II","CAA","900102","30","2","30","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22290","G","ATIVIDADES","DAA0046","ATIVIDADES COMPLEMENTARES II","CAA","900102","45","3","45","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22291","G","ATIVIDADES","DAA0047","ATIVIDADES COMPLEMENTARES II","CAA","900102","60","4","60","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22292","G","ATIVIDADES","DAA0048","ATIVIDADES COMPLEMENTARES II","CAA","900102","75","5","75","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22293","G","ATIVIDADES","DAA0049","ATIVIDADES COMPLEMENTARES II","CAA","900102","90","6","90","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22294","G","ATIVIDADES","DAA0050","ATIVIDADES COMPLEMENTARES II","CAA","900102","105","7","105","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22295","G","ATIVIDADES","DAA0051","ATIVIDADES COMPLEMENTARES II","CAA","900102","120","8","120","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22296","G","ATIVIDADES","DAA0052","ATIVIDADES COMPLEMENTARES II","CAA","900102","135","9","135","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22297","G","ATIVIDADES","DAA0053","ATIVIDADES COMPLEMENTARES II","CAA","900102","150","10","150","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22298","G","ATIVIDADES","DAA0054","ATIVIDADES COMPLEMENTARES II","CAA","900102","165","11","165","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22299","G","ATIVIDADES","DAA0055","ATIVIDADES COMPLEMENTARES II","CAA","900102","180","12","180","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22300","G","ATIVIDADES","DAA0056","ATIVIDADES COMPLEMENTARES II","CAA","900102","195","13","195","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22301","G","ATIVIDADES","DAA0057","ATIVIDADES COMPLEMENTARES II","CAA","900102","210","14","210","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22302","G","ATIVIDADES","DAA0058","ATIVIDADES COMPLEMENTARES II","CAA","900102","225","15","225","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22303","G","ATIVIDADES","DAA0059","ATIVIDADES COMPLEMENTARES II","CAA","900102","240","16","240","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22304","G","ATIVIDADES","DAA0060","ATIVIDADES COMPLEMENTARES II","CAA","900102","255","17","255","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22305","G","ATIVIDADES","DAA0061","ATIVIDADES COMPLEMENTARES II","CAA","900102","285","19","285","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22306","G","ATIVIDADES","DAA0062","ATIVIDADES COMPLEMENTARES III","CAA","900103","15","1","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22307","G","ATIVIDADES","DAA0063","ATIVIDADES COMPLEMENTARES III","CAA","900103","30","2","30","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22308","G","ATIVIDADES","DAA0064","ATIVIDADES COMPLEMENTARES III","CAA","900103","45","3","45","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22309","G","ATIVIDADES","DAA0065","ATIVIDADES COMPLEMENTARES III","CAA","900103","60","4","60","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22310","G","ATIVIDADES","DAA0066","ATIVIDADES COMPLEMENTARES III","CAA","900103","75","5","75","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22311","G","ATIVIDADES","DAA0067","ATIVIDADES COMPLEMENTARES III","CAA","900103","90","6","90","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22312","G","ATIVIDADES","DAA0068","ATIVIDADES COMPLEMENTARES III","CAA","900103","105","7","105","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22313","G","ATIVIDADES","DAA0069","ATIVIDADES COMPLEMENTARES III","CAA","900103","120","8","120","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22314","G","ATIVIDADES","DAA0070","ATIVIDADES COMPLEMENTARES III","CAA","900103","135","9","135","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22315","G","ATIVIDADES","DAA0071","ATIVIDADES COMPLEMENTARES III","CAA","900103","150","10","150","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22316","G","ATIVIDADES","DAA0072","ATIVIDADES COMPLEMENTARES III","CAA","900103","165","11","165","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22317","G","ATIVIDADES","DAA0073","ATIVIDADES COMPLEMENTARES III","CAA","900103","180","12","180","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22318","G","ATIVIDADES","DAA0074","ATIVIDADES COMPLEMENTARES IV","CAA","900104","15","1","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22319","G","ATIVIDADES","DAA0075","ATIVIDADES COMPLEMENTARES IV","CAA","900104","30","2","30","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22320","G","ATIVIDADES","DAA0076","ATIVIDADES COMPLEMENTARES IV","CAA","900104","45","3","45","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22321","G","ATIVIDADES","DAA0077","ATIVIDADES COMPLEMENTARES IV","CAA","900104","60","4","60","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22322","G","ATIVIDADES","DAA0078","ATIVIDADES COMPLEMENTARES IV","CAA","900104","75","5","75","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22323","G","ATIVIDADES","DAA0079","ATIVIDADES COMPLEMENTARES IV","CAA","900104","90","6","90","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22324","G","ATIVIDADES","DAA0080","ATIVIDADES COMPLEMENTARES IV","CAA","900104","105","7","105","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22325","G","ATIVIDADES","DAA0081","ATIVIDADES COMPLEMENTARES IV","CAA","900104","120","8","120","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22326","G","ATIVIDADES","DAA0082","ATIVIDADES COMPLEMENTARES IV","CAA","900104","195","13","195","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22327","G","ATIVIDADES","DAA0083","ATIVIDADES COMPLEMENTARES IX","CAA","900109","15","1","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22328","G","ATIVIDADES","DAA0084","ATIVIDADES COMPLEMENTARES V","CAA","900105","15","1","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22329","G","ATIVIDADES","DAA0085","ATIVIDADES COMPLEMENTARES V","CAA","900105","30","2","30","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22330","G","ATIVIDADES","DAA0086","ATIVIDADES COMPLEMENTARES V","CAA","900105","45","3","45","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22331","G","ATIVIDADES","DAA0087","ATIVIDADES COMPLEMENTARES V","CAA","900105","60","4","60","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22332","G","ATIVIDADES","DAA0088","ATIVIDADES COMPLEMENTARES V","CAA","900105","75","5","75","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22333","G","ATIVIDADES","DAA0089","ATIVIDADES COMPLEMENTARES V","CAA","900105","90","6","90","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22334","G","ATIVIDADES","DAA0090","ATIVIDADES COMPLEMENTARES V","CAA","900105","210","14","210","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22335","G","ATIVIDADES","DAA0091","ATIVIDADES COMPLEMENTARES VI","CAA","900106","15","1","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22336","G","ATIVIDADES","DAA0092","ATIVIDADES COMPLEMENTARES VI","CAA","900106","30","2","30","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22337","G","ATIVIDADES","DAA0093","ATIVIDADES COMPLEMENTARES VI","CAA","900106","90","6","90","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22338","G","ATIVIDADES","DAA0094","ATIVIDADES COMPLEMENTARES VII","CAA","900107","15","1","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22339","G","ATIVIDADES","DAA0095","ATIVIDADES COMPLEMENTARES VII","CAA","900107","30","2","30","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22340","G","ATIVIDADES","DAA0096","ATIVIDADES COMPLEMENTARES VII","CAA","900107","90","6","90","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22341","G","ATIVIDADES","DAA0097","ATIVIDADES COMPLEMENTARES VIII","CAA","900108","15","1","15","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22342","G","ATIVIDADES","DAA0098","ATIVIDADES COMPLEMENTARES VIII","CAA","900108","60","4","60","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22343","G","DISCIPLINA","DAA0099","LINGUA PORTUGUESA I","CAA","900011","75","5","75","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22344","G","DISCIPLINA","DAA0100","LINGUA PORTUGUESA I","CAA","900011","1800","120","1800","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22345","G","DISCIPLINA","DAA0101","LINGUA PORTUGUESA II","CAA","900012","105","7","105","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22346","G","DISCIPLINA","DAA0102","LINGUA PORTUGUESA II","CAA","900012","120","8","120","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22347","G","DISCIPLINA","DAA0103","LINGUA PORTUGUESA II","CAA","900012","285","19","285","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"22348","G","DISCIPLINA","DAA0104","MONITORIA I","CAA","900001","60","4","60","0","0","0","0",,,,,,,"t","2","f","f","f","f","f","f"
"22349","G","DISCIPLINA","DAA0105","MONITORIA I","CAA","900001","120","8","120","0","0","0","0",,,,,,,"t","2","f","f","f","f","f","f"
"22350","G","DISCIPLINA","DAA0106","MONITORIA I","CAA","900001","135","9","135","0","0","0","0",,,,,,,"t","2","f","f","f","f","f","f"
"11855","G","DISCIPLINA","ENCIV0002","ESTATICA","DEC","101012","90","6","90","0","0","0","0",,"((12937 E 12940))",,,,,"t","3","f","f","f","f","f","f"
"11856","G","DISCIPLINA","ENCIV0003","RESISTENCIA DOS MATERIAIS I","DEC","101013","60","4","60","0","0","0","0",,"((11855))",,,,,"t","3","f","f","f","f","f","f"
"11857","G","DISCIPLINA","ENCIV0004","RESISTENCIA DOS MATERIAIS II","DEC","101014","60","4","60","0","0","0","0",,"((11856))",,,,,"t","3","f","f","f","f","f","f"
"11874","G","DISCIPLINA","ENCIV0021","DESENHO GEOMETRICO","DEC","101061","60","4","60","0","0","0","0",,,,"Instrumentos de desenho. Elementos geométricos fundamentais. Figuras geométricas planas.
Escalas. Desenho a mão livre. Curvas cônicas e cíclicas. Perspectivas: cavalheira e isométrica.",,,"t","3","f","f","f","f","f","f"
"11875","G","DISCIPLINA","ENCIV0022","DESENHO TECNICO I","DEC","101062","90","6","90","0","0","0","0",,,,"Representação no espaço e em épura de pontos. Retas e planos. Posições relativas entre: ponto e reta, ponto e plano, reta e reta, reta e plano, plano e plano. Paralelismo, perpendicularismo e interseção. Métodos descritivos. Sólidos sobre planos seccionamento de sólidos por planos. Interseção de sólido entre si.
",,,"t","3","f","f","f","f","f","f"
"11902","G","DISCIPLINA","ENCIV0049","ARQUITETURA E URBANISMO","DEC","101122","60","4","60","0","0","0","0",,"((11901))",,,,,"t","3","f","f","f","f","f","f"
"11914","G","DISCIPLINA","ENCIV0061","TOPOGRAFIA E DESENHO GEOMETRICO","DEC","101143","60","4","60","0","0","0","0",,,,,,,"t","3","f","f","f","f","f","f"
"11928","G","DISCIPLINA","ENCIV0075","RESISTÊNCIA DOS MATERIAIS","DEC","101201","60","4","60","0","0","0","0",,"( ( 12937 E 12940 ) ) ",,"Estática. Equilíbrio. Esforços Internos. Centro de Gravidade e Momento de Inércia. Tração e
Compressão: Lei de Hooke. Flexão Pura. Cisalhamento. Flexão Composta. Torção Estática. Esforços internos. Centro de gravidade e momento de inércia. Tração e compressão: Lei de Hooke. Flexão pura. Cisalhamento. 
Flexão composta. Torção em eixos circulares. Vasos de pressão.",,,"t","3","f","f","f","f","f","f"
"11929","G","DISCIPLINA","ENCIV0076","ISOSTÁTICA","DEC","101202","90","6","90","0","0","0","0",,"( ( 26674 ) ) ",,"Estática: Forças e Equilíbrio de sistemas coplanares e espaciais. Vínculos, apoios e ligações. Centro de gravidade e momento de inércia. 
Esforços simples. Diagramas dos esforços. Treliças isostáticas.",,,"t","3","f","f","f","f","f","f"
"11930","G","DISCIPLINA","ENCIV0077","RESISTÊNCIA DOS MATERIAIS I","DEC","101203","90","6","90","0","0","0","0",,"( ( 11929 ) ) ",,"Tensões: Conceito; Tensões resistentes; Diagramas tensão x deformação; Materiais elasto-plástico. Tensões e deformações para as diversas 
solicitações: Força normal, cisalhamento, flexão pura, flexão simples, flexão oblíqua, flexão composta e torção. Estado de tensão e deformação.
",,,"t","3","f","f","f","f","f","f"
"11931","G","DISCIPLINA","ENCIV0078","RESISTÊNCIA DOS MATERIAIS II","DEC","101204","60","4","60","0","0","0","0",,"( ( 11930 ) ) ",,"Linhas de Influência para Estruturas Isostáticas. Deslocamentos em Estruturas Isostáticas: Linha elástica e analogia de Mohr. Energia de 
deformação. Princípio dos trabalhos virtuais e suas aplicações em: viga, pórtico, arco, treliça, recalque de apoio, variação de temperatura. Flambagem.",,,"t","3","f","f","f","f","f","f"
"11932","G","DISCIPLINA","ENCIV0079","HIPERESTÁTICA","DEC","101205","60","4","60","0","0","0","0",,"( ( 11931 ) ) ",,"Método dos esforços: Aplicações. Método dos deslocamentos: Aplicações. Processo de Cross: Aplicações. Linhas de Influência para 
Estruturas Hiperestáticas.",,,"t","3","f","f","f","f","f","f"
"11933","G","DISCIPLINA","ENCIV0080","TÓPICOS ESPECIAIS DE RESISTÊNCIA","DEC","101206","60","4","60","0","0","0","0",,"((11931))",,"Fixada pelo Colegiado a cada oferta.",,,"t","3","f","f","f","f","f","f"
"11934","G","DISCIPLINA","ENCIV0081","ANÁLISE ESTRUTURAL","DEC","101211","60","4","60","0","0","0","0",,"( ( 11932 ) ) ",,"Fontes de não-linearidade. Métodos de análise não linear: numéricos e aproximados. Parâmetros de estabilidade. Não linearidade geométrica: 
Flambagem e diagrama P x Delta.",,,"t","3","f","f","f","f","f","f"
"11935","G","DISCIPLINA","ENCIV0082","PONTES","DEC","101212","60","4","45","0","0","0","0",,"( ( 11932 E 11939 ) ) ",,"Conceitos gerais: definições; elementos das pontes; classificações das pontes. Estruturas das pontes: superestrutura; mesoestrutura; 
infraestrutura. Elementos para elaboração do projeto. Carregamento das pontes: carga permanente; carga móvel. Determinação dos esforços. 
Dimensionamento da superestrutura: laje, viga. Aparelhos de apoio. Pilares. Como atividade extensionista, os discentes devem elaborar estudos de 
viabilidade de projetos básicos de ampliação e alargamento de tabuleiros de pontes localizadas no estado de Sergipe, bem como sua resistência ao 
tráfego de veículos especiais. Os resultados serão entregues ao setor responsável por obras de infraestrutura daquele estado.",,,"t","3","f","f","f","f","f","f"
"11936","G","DISCIPLINA","ENCIV0083","ANÁLISE MATRICIAL DAS ESTRUTURAS","DEC","101213","60","4","60","0","0","0","0",,"((11932 E 12969))",,"Sistemas de Coordenadas. Vetores das Ações e dos Deslocamentos. Matriz de Rigidez e de
Flexibilidade. Compatibilidade Estática e Cinemática. Trabalho e Energia de Deformação. Matriz de
Transformação. Método dos Deslocamentos: Cálculo dos Deslocamentos, Deformações e Esforços.
Aplicação a Treliça Plana e Pórticos Planos.",,,"t","3","f","f","f","f","f","f"
"11937","G","DISCIPLINA","ENCIV0084","INTRODUÇÃO AOS ELEMENTOS FINITOS","DEC","101214","60","4","60","0","0","0","0",,"( ( 11932 E 12969 ) ) ",,"Elementos unidimensionais: elementos de treliça plana e treliça espacial, elementos de pórtico plano e pórtico espacial. Elementos 
bidimensionais: elemento de estado plano de tensão e elemento de estado plano de deformação. Base de estrutura de dados dos aplicativos para 
engenharia.
",,,"t","3","f","f","f","f","f","f"
"11938","G","DISCIPLINA","ENCIV0085","TÓPICOS ESPECIAIS DE ESTRUTURAS","DEC","101215","60","4","60","0","0","0","0",,"( ( 11932 ) ) ",,"Fixada pelo Colegiado a cada oferta.",,,"t","3","f","f","f","f","f","f"
"11939","G","DISCIPLINA","ENCIV0086","CONCRETO ARMADO I","DEC","101221","90","6","90","0","0","0","0",,"( ( 11931 E 11985 ) ) ",,"Características mecânicas do concreto e do aço. O material concreto armado. Domínios. Dimensionamento à flexão simples de seções 
retangulares e T. Detalhamento da armadura longitudinal. Dimensionamento ao cisalhamento. Treliça de Morsch. Estados-limites. Dimensionamento 
e detalhamento de lajes maciças e nervuradas.
",,,"t","3","f","f","f","f","f","f"
"11940","G","DISCIPLINA","ENCIV0087","CONCRETO ARMADO II","DEC","101222","60","4","45","15","0","0","0",,"( ( 11932 E 11939 ) ) ",,"Dimensionamento de seções de concreto armado à flexão composta e torção. Dimensionamento e detalhamento de pilares de concreto armado. 
Dimensionamento e detalhamento de escadas e reservatórios.",,,"t","3","f","f","f","f","f","f"
"11941","G","DISCIPLINA","ENCIV0088","CONCRETO ARMADO III","DEC","101223","60","4","60","0","0","0","0",,"((11940))",,"Projeto de uma Estrutura em Concreto Armado.",,,"t","1","f","f","f","f","f","f"
"11942","G","DISCIPLINA","ENCIV0089","CONCRETO PROTENDIDO","DEC","101224","60","4","60","0","0","0","0",,"((11940))",,"Fundamentos de Concreto Protendido. Estados de Protensão. Tipos de Protensão. Processos de
Protensão. Esforços Solicitantes. Perdas de Protensão. Verificação das Tensões. Dimensionamento.
Disposição da Armadura de Protensão.",,,"t","3","f","f","f","f","f","f"
"11943","G","DISCIPLINA","ENCIV0090","TÓPICOS ESPECIAIS DE CONCRETO","DEC","101225","60","4","60","0","0","0","0",,"((11940))",,"Fixada pelo Colegiado de Curso para cada oferta.",,,"t","3","f","f","f","f","f","f"
"11944","G","DISCIPLINA","ENCIV0091","ESTRUTURA DE AÇO I","DEC","101231","60","4","60","0","0","0","0",,"( ( 11931 E 11985 ) ) ",," Introdução: aplicações, vantagens e desvantagens, composição, propriedades e comportamento do aço, tipos de perfis. Ações do vento. Ações 
e segurança nas estruturas. Estados limites. Resistência dos perfis laminados e soldados à tração, compressão, flexão, cisalhamento, flexo-compressão e 
flexo-tração. Cálculo dos momentos de segunda ordem.",,,"t","3","f","f","f","f","f","f"
"11945","G","DISCIPLINA","ENCIV0092","ESTRUTURAS DE AÇO II","DEC","101232","60","4","30","30","0","0","0",,"( ( 11932 E 11944 ) ) ",,"Resistência das ligações com parafuso e solda. Bases de pilares. Viga mista. Elementos que compõe os mezaninos, galpões e edifícios de 
múltiplos andares. Projeto de estrutura de aço.",,,"t","1","f","f","f","f","f","f"
"11946","G","DISCIPLINA","ENCIV0093","ESTRUTURAS DE MADEIRA I","DEC","101233","30","2","30","0","0","0","0",,"( ( 11931 E 11985 ) ) ",,": Introdução: aplicações, vantagens e desvantagens, propriedades e comportamento da madeira, tipos e classificação da madeira. Resistência à 
tração, compressão e flexão. Ligações com pregos, parafusos e entalhes.",,,"t","3","f","f","f","f","f","f"
"11947","G","DISCIPLINA","ENCIV0094","ESTRUTURAS DE MADEIRA II","DEC","101234","60","4","60","0","0","0","0",,"((11932 E 11946))",,"Projeto de uma Estrutura de Madeira.",,,"t","3","f","f","f","f","f","f"
"11948","G","DISCIPLINA","ENCIV0095","TÓPICOS ESPECIAIS DE AÇO E MADEIRA","DEC","101235","60","4","60","0","0","0","0",,"( ( 11944 ) ) ",,"Fixada pelo Colegiado de curso a cada oferta.",,,"t","3","f","f","f","f","f","f"
